task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
93	74/4f6ce2	25097	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5556343)	COMPLETED	0	2023-10-27 11:35:11.312	1.4s	1s	144.1%	6.6 MB	220.9 MB	7.3 MB	5.4 KB
101	b9/f932cd	25171	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (SRR13500958)	COMPLETED	0	2023-10-27 11:35:12.726	1.6s	0ms	118.1%	6.6 MB	220.9 MB	5.2 MB	5.4 KB
103	07/4d80f2	25256	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5181310)	COMPLETED	0	2023-10-27 11:35:14.397	3s	1s	135.0%	6.6 MB	220.9 MB	32.9 MB	5.4 KB
100	43/c946da	25347	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (SRR13500958)	COMPLETED	0	2023-10-27 11:35:17.465	1.4s	0ms	143.6%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
102	f9/636df2	25429	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5181310)	COMPLETED	0	2023-10-27 11:35:18.927	1.6s	0ms	111.1%	3.1 MB	5.4 MB	110.2 KB	4.9 KB
105	39/dadcda	25498	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (ERR5405022)	COMPLETED	0	2023-10-27 11:35:20.562	1.3s	0ms	129.7%	3.1 MB	5.4 MB	110.3 KB	4.9 KB
104	86/9eef21	25583	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (ERR5405022)	COMPLETED	0	2023-10-27 11:35:21.859	1.6s	0ms	136.2%	6.6 MB	220.9 MB	7.5 MB	5.4 KB
92	67/20d8c2	25683	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-27 11:35:23.462	2s	0ms	118.7%	7.7 MB	222.2 MB	4.7 MB	104 KB
95	ab/ad0ef3	25773	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-27 11:35:25.486	2.7s	1s	120.4%	7.7 MB	222.2 MB	7.3 MB	104.1 KB
97	15/88d26e	25853	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-27 11:35:28.212	7.3s	5s	121.0%	7.8 MB	222.2 MB	32.9 MB	98.7 KB
96	44/3ed97e	25946	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-27 11:35:35.479	1.9s	0ms	123.7%	7.8 MB	222.3 MB	5.2 MB	138.4 KB
88	a0/ccd3af	26028	NFCORE_VIRALRECON:ILLUMINA:PICARD_COLLECTMULTIPLEMETRICS (ERR5405022)	COMPLETED	0	2023-10-27 11:35:37.418	10.9s	7s	266.0%	308.9 MB	7.7 GB	60.6 MB	843.9 KB
99	e6/74ff9a	26115	NFCORE_VIRALRECON:ILLUMINA:BAM_TRIM_PRIMERS_IVAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-27 11:35:48.330	1.7s	1s	128.3%	7.6 MB	222.3 MB	7.5 MB	94.2 KB
106	6c/4fbb8e	26201	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:IVAR_VARIANTS_TO_VCF (ERR5405022)	COMPLETED	0	2023-10-27 11:35:50.053	2.7s	2s	155.6%	80.7 MB	1.1 GB	10.5 MB	6.2 KB
107	06/c7b6d1	26288	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5743893)	COMPLETED	0	2023-10-27 11:35:52.794	1.7s	0ms	379.4%	10 MB	467.6 MB	90.2 KB	4.9 KB
108	7b/fb5867	26359	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5556343)	COMPLETED	0	2023-10-27 11:35:54.526	1.6s	0ms	464.1%	13.8 MB	1.6 GB	91.6 KB	5.6 KB
109	3e/8688c5	26452	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (SRR13500958)	COMPLETED	0	2023-10-27 11:35:56.172	1.5s	0ms	331.9%	3.1 MB	5.4 MB	88.9 KB	4.3 KB
110	49/9ce273	26530	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5181310)	COMPLETED	0	2023-10-27 11:35:57.672	1.7s	0ms	339.9%	18.1 MB	1.6 GB	91.6 KB	5.7 KB
111	d2/511405	26613	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_AMPLICON	COMPLETED	0	2023-10-27 11:35:59.354	9.4s	7s	115.6%	346.4 MB	1.5 GB	24.9 MB	244.3 KB
112	19/601788	26703	NFCORE_VIRALRECON:ILLUMINA:PLOT_MOSDEPTH_REGIONS_GENOME	COMPLETED	0	2023-10-27 11:36:08.734	9.3s	7s	109.0%	336.4 MB	1.4 GB	24.9 MB	129.8 KB
113	7a/f358d9	26780	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:BCFTOOLS_SORT (ERR5405022)	COMPLETED	0	2023-10-27 11:36:18.061	1.5s	1s	361.6%	3.1 MB	5.4 MB	91.9 KB	5.8 KB
114	d4/09e243	26873	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5743893)	COMPLETED	0	2023-10-27 11:36:19.525	1.5s	0ms	231.1%	400 KB	3.5 MB	84.9 KB	1.7 KB
115	04/7e92f6	26977	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-27 11:36:21.011	1.2s	0ms	114.3%	3.2 MB	5.4 MB	72.4 KB	3.1 KB
116	4a/91082a	27053	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5743893)	COMPLETED	0	2023-10-27 11:36:22.192	4.8s	4s	120.3%	135.4 MB	6.9 GB	19.5 MB	146.5 KB
118	2c/9bfe0d	27140	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5556343)	COMPLETED	0	2023-10-27 11:36:27.041	1.4s	0ms	302.7%	3.1 MB	5.4 MB	85.1 KB	1.8 KB
119	e5/a4f547	27227	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-27 11:36:28.414	1.1s	1s	109.1%	3.1 MB	5.4 MB	72.5 KB	3.1 KB
117	92/a4f5a4	27297	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5556343)	COMPLETED	0	2023-10-27 11:36:29.536	4.4s	3s	114.5%	119.9 MB	6.9 GB	19.5 MB	168.2 KB
120	8f/3422c4	27387	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-27 11:36:34.006	1.4s	0ms	126.3%	3.1 MB	5.4 MB	72.3 KB	3.1 KB
122	55/06b619	27461	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (SRR13500958)	COMPLETED	0	2023-10-27 11:36:35.460	1.1s	0ms	433.7%	3.1 MB	5.4 MB	84.7 KB	1.6 KB
121	4e/32a73b	27533	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (SRR13500958)	COMPLETED	0	2023-10-27 11:36:36.616	4.4s	3s	110.0%	124.6 MB	6.9 GB	19.5 MB	106.1 KB
123	6b/e3b8c6	27604	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5181310)	COMPLETED	0	2023-10-27 11:36:41.001	1s	0ms	292.7%	3.1 MB	5.4 MB	85.4 KB	2 KB
125	bc/3d221c	27689	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-27 11:36:42.033	1.1s	0ms	114.3%	3.1 MB	5.4 MB	72.7 KB	3.1 KB
124	79/30be7b	27764	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5181310)	COMPLETED	0	2023-10-27 11:36:43.115	4.5s	4s	118.7%	128.7 MB	6.9 GB	19.5 MB	178.1 KB
127	89/be51e1	27833	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-27 11:36:47.637	1.1s	0ms	85.7%	3 MB	5.4 MB	72.6 KB	3.1 KB
128	cf/8afb3a	27920	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BCFTOOLS_FILTER (ERR5405022)	COMPLETED	0	2023-10-27 11:36:48.773	1.1s	0ms	282.4%	3.1 MB	5.4 MB	85.2 KB	1.9 KB
126	66/021555	28001	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPEFF_ANN (ERR5405022)	COMPLETED	0	2023-10-27 11:36:49.880	4.4s	3s	114.7%	130.2 MB	6.9 GB	19.5 MB	206.5 KB
129	f1/e3ffc2	28074	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-27 11:36:54.254	1.1s	0ms	88.9%	3.1 MB	5.4 MB	72.5 KB	3.1 KB
130	59/3e78bf	28165	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5743893)	COMPLETED	0	2023-10-27 11:36:55.405	4s	3s	150.8%	18.6 MB	30.1 MB	73.3 MB	68 MB
131	85/c43e40	28250	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5743893)	COMPLETED	0	2023-10-27 11:36:59.458	1.1s	0ms	127.3%	3 MB	5.4 MB	84.8 KB	1.8 KB
132	e7/77ea84	28326	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-27 11:37:00.582	1s	0ms	126.3%	3 MB	5.4 MB	84.8 KB	3.7 KB
133	32/c56d8d	28410	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5743893)	COMPLETED	0	2023-10-27 11:37:01.629	1s	0ms	82.8%	3.1 MB	5.4 MB	95.9 KB	6.5 KB
134	c1/45bbc5	28484	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-27 11:37:02.656	992ms	0ms	111.1%	3.1 MB	5.4 MB	72.6 KB	3.1 KB
135	77/17a394	28564	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5556343)	COMPLETED	0	2023-10-27 11:37:03.659	5.1s	4s	143.5%	22.3 MB	34.1 MB	114.7 MB	106.7 MB
136	d9/367979	28633	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5556343)	COMPLETED	0	2023-10-27 11:37:08.780	1.1s	0ms	177.8%	3.1 MB	5.4 MB	85.1 KB	2.1 KB
137	9b/18f94a	28703	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-27 11:37:09.932	1.1s	0ms	126.3%	3.1 MB	5.4 MB	85 KB	3.7 KB
138	1d/f3b970	28779	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5556343)	COMPLETED	0	2023-10-27 11:37:11.032	1.1s	0ms	133.3%	3 MB	5.4 MB	99.8 KB	7.1 KB
139	8e/24b13c	28855	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-27 11:37:12.108	1s	0ms	193.9%	3 MB	5.4 MB	84.6 KB	3.4 KB
140	31/b4f5e6	28920	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (SRR13500958)	COMPLETED	0	2023-10-27 11:37:13.145	1.2s	0ms	106.7%	3 MB	5.4 MB	84.7 KB	1.5 KB
142	8d/518704	28997	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-27 11:37:14.371	1.2s	0ms	104.3%	3.2 MB	5.4 MB	72.4 KB	3.1 KB
141	ad/933fbd	29066	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (SRR13500958)	COMPLETED	0	2023-10-27 11:37:15.558	2.6s	1s	171.0%	11 MB	23.1 MB	57.1 MB	51.2 MB
143	43/2b5f31	29137	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (SRR13500958)	COMPLETED	0	2023-10-27 11:37:18.206	1.1s	0ms	104.3%	3.2 MB	5.4 MB	88.3 KB	5.8 KB
144	a5/05f375	29209	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-27 11:37:19.307	1.2s	0ms	82.8%	3.1 MB	5.4 MB	72.8 KB	3.1 KB
145	3b/948e9a	29280	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5181310)	COMPLETED	0	2023-10-27 11:37:20.525	36.1s	35s	117.0%	42.7 MB	54.7 MB	560.1 MB	526.6 MB
147	0b/f0fcc1	29351	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-27 11:37:56.643	1.2s	0ms	162.3%	3.1 MB	5.4 MB	85.3 KB	3.4 KB
146	dc/0eea76	29423	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5181310)	COMPLETED	0	2023-10-27 11:37:57.819	1.1s	0ms	133.3%	3.1 MB	5.4 MB	85.4 KB	2.1 KB
148	97/ecac42	29496	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5181310)	COMPLETED	0	2023-10-27 11:37:58.907	1.1s	0ms	96.0%	3.2 MB	5.4 MB	101.6 KB	7.5 KB
149	12/bc385f	29566	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:BCFTOOLS_QUERY (ERR5405022)	COMPLETED	0	2023-10-27 11:37:59.981	1.2s	0ms	124.4%	3 MB	5.4 MB	85.2 KB	2.1 KB
150	f7/6fee23	29637	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5405022)	COMPLETED	0	2023-10-27 11:38:01.189	1.2s	0ms	203.2%	3.2 MB	5.4 MB	85.1 KB	3.8 KB
151	95/e007ae	29713	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-27 11:38:02.393	1.3s	0ms	110.3%	3.1 MB	5.4 MB	72.6 KB	3.1 KB
152	7e/b61938	29790	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:MAKE_BED_MASK (ERR5405022)	COMPLETED	0	2023-10-27 11:38:03.695	3.2s	2s	156.2%	12.9 MB	24.1 MB	61.3 MB	53.1 MB
153	e9/8b613d	29862	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:TABIX_BGZIP (ERR5405022)	COMPLETED	0	2023-10-27 11:38:06.921	1.1s	0ms	104.3%	3.1 MB	5.4 MB	100.7 KB	7.3 KB
154	5d/a430ff	29941	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5743893)	COMPLETED	0	2023-10-27 11:38:07.998	2.1s	0ms	117.6%	2.8 MB	11 MB	68.1 KB	473 B
155	07/f18a2c	30012	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5743893)	COMPLETED	0	2023-10-27 11:38:10.143	2m 51s	1m 2s	153.6%	1 GB	5.8 GB	367.5 MB	27 MB
157	ec/5b1a84	30105	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5743893)	COMPLETED	0	2023-10-27 11:41:00.952	1.1s	0ms	85.7%	3.1 MB	5.4 MB	75.1 KB	3.2 KB
156	33/397af4	30211	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5743893)	COMPLETED	0	2023-10-27 11:41:02.095	2s	1s	162.2%	8 MB	14.1 MB	16 MB	29.3 KB
158	50/785aa0	30290	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5556343)	COMPLETED	0	2023-10-27 11:41:04.097	2s	0ms	66.7%	2.8 MB	11 MB	68.5 KB	488 B
159	ad/63a112	30365	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5556343)	COMPLETED	0	2023-10-27 11:41:06.177	1m 11s	1m 10s	145.3%	1.5 GB	5.8 GB	737.4 MB	38.3 MB
160	de/ffa365	30456	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5556343)	COMPLETED	0	2023-10-27 11:42:17.255	1.1s	0ms	88.9%	3 MB	5.4 MB	75.6 KB	3.2 KB
161	b5/86f618	30549	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5556343)	COMPLETED	0	2023-10-27 11:42:18.404	1.9s	0ms	170.0%	11.2 MB	16.3 MB	16 MB	33.5 KB
162	e4/c6db99	30619	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (SRR13500958)	COMPLETED	0	2023-10-27 11:42:20.282	36.8s	35s	170.3%	569.2 MB	5.8 GB	336.5 MB	25.1 MB
163	6c/54a6e3	30697	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (SRR13500958)	COMPLETED	0	2023-10-27 11:42:57.140	2.3s	0ms	104.3%	2.7 MB	11 MB	51.9 KB	415 B
164	e6/9b5882	30781	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (SRR13500958)	COMPLETED	0	2023-10-27 11:42:59.507	1.3s	0ms	111.1%	3 MB	5.4 MB	74.4 KB	3.2 KB
165	a1/d0eaad	30855	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (SRR13500958)	COMPLETED	0	2023-10-27 11:43:00.801	1.8s	1s	170.1%	11.1 MB	16.3 MB	16 MB	19.4 KB
166	92/ad5ad6	30922	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5181310)	COMPLETED	0	2023-10-27 11:43:02.588	2.1s	0ms	86.5%	2.8 MB	11 MB	63.3 KB	435 B
167	ca/0784a2	30992	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5181310)	COMPLETED	0	2023-10-27 11:43:04.689	3m 36s	3m 35s	120.1%	1.4 GB	5.8 GB	2.9 GB	231.3 MB
169	06/93dd26	31090	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5181310)	COMPLETED	0	2023-10-27 11:46:40.583	1.2s	0ms	128.0%	3.1 MB	5.4 MB	76 KB	3.2 KB
168	c2/53a6be	31172	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5181310)	COMPLETED	0	2023-10-27 11:46:41.768	1.7s	1s	164.5%	11 MB	16.3 MB	16 MB	36.8 KB
170	46/b7d6e9	31242	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:ASCIIGENOME (ERR5405022)	COMPLETED	0	2023-10-27 11:46:43.531	1m 5s	1m 3s	143.7%	879.7 MB	5.8 GB	741.1 MB	45.3 MB
171	3a/b4ecb8	31322	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MERGE (ERR5405022)	COMPLETED	0	2023-10-27 11:47:48.242	2s	0ms	109.1%	2.7 MB	11 MB	68 KB	484 B
173	61/373109	31427	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:SNPSIFT_EXTRACTFIELDS (ERR5405022)	COMPLETED	0	2023-10-27 11:47:50.251	2.7s	2s	191.0%	11.2 MB	26.9 MB	16 MB	34.5 KB
172	69/982318	31502	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:TABIX_TABIX (ERR5405022)	COMPLETED	0	2023-10-27 11:47:52.968	1.5s	0ms	120.0%	3.2 MB	5.4 MB	75.9 KB	3.2 KB
174	2c/3d23e8	31578	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5743893)	COMPLETED	0	2023-10-27 11:47:54.466	2.6s	0ms	78.0%	2.8 MB	11 MB	76.9 KB	30.1 KB
175	ca/2b4275	31649	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5743893)	COMPLETED	0	2023-10-27 11:47:57.072	1.4s	1s	247.4%	3.1 MB	5.4 MB	90 KB	3.8 KB
176	48/8bf7b8	31734	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5556343)	COMPLETED	0	2023-10-27 11:47:58.462	2.1s	0ms	92.3%	2.8 MB	11 MB	76.9 KB	30.1 KB
177	69/9339ba	31805	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5556343)	COMPLETED	0	2023-10-27 11:48:00.571	1.2s	0ms	168.4%	3.2 MB	5.4 MB	91.1 KB	3.8 KB
178	9f/c553bf	31873	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (SRR13500958)	COMPLETED	0	2023-10-27 11:48:01.779	2.1s	0ms	126.3%	2.7 MB	11 MB	76.9 KB	30.1 KB
179	10/2b6bf4	31945	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (SRR13500958)	COMPLETED	0	2023-10-27 11:48:03.916	1.1s	0ms	218.2%	3 MB	5.4 MB	88.6 KB	3.6 KB
180	18/b5bf04	32014	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5181310)	COMPLETED	0	2023-10-27 11:48:05.013	2s	0ms	100.0%	2.8 MB	11 MB	76.9 KB	30.1 KB
181	49/88fe78	32085	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_IVAR:VARIANTS_QC:SNPEFF_SNPSIFT:VCF_BGZIP_TABIX_STATS:VCF_TABIX_STATS:BCFTOOLS_STATS (ERR5181310)	COMPLETED	0	2023-10-27 11:48:07.048	1.2s	0ms	151.4%	3.1 MB	5.4 MB	91.5 KB	3.5 KB
182	7c/096363	32150	NFCORE_VIRALRECON:ILLUMINA:CONSENSUS_BCFTOOLS:BEDTOOLS_MASKFASTA (ERR5405022)	COMPLETED	0	2023-10-27 11:48:08.216	2s	0ms	104.3%	2.7 MB	11 MB	76.9 KB	30.1 KB
183	66/95a047	32221	NFCORE_VIRALRECON:ILLUMINA:VARIANTS_LONG_TABLE:MAKE_VARIANTS_LONG_TABLE	COMPLETED	0	2023-10-27 11:48:10.236	2.4s	2s	152.7%	84.5 MB	1.1 GB	11 MB	17.2 KB
